car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
PL15,BLK 171 EDGEDALE PLAINS,1.3948625,103.91258,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL16,BLK 180 EDGEFIELD PLAINS,1.3986088,103.90937,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
PL17,BLK 642 PUNGGOL DRIVE,1.3987173,103.91639,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL18,BLK 162 PUNGGOL CENTRAL,1.3960929,103.914314,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL20,BLK 638 PUNGGOL DRIVE,1.3995559,103.9152,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL21,BLK 166 PUNGGOL CENTRAL,1.3949708,103.91547,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL22,BLK 644 PUNGGOL CENTRAL,1.3977399,103.91591,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.1,N
PL23,BLK 201 PUNGGOL FIELD,1.3997669,103.90369,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
PL25,BLK 172 EDGEDALE PLAINS,1.3955199,103.91178,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
PL26,BLK 650 PUNGGOL CENTRAL,1.3972838,103.915306,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
PL27,BLK 204 PUNGGOL FIELD,1.3984631,103.903076,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
PL28,BLK 194 PUNGGOL ROAD,1.4020092,103.90652,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL29,BLK 633 PUNGGOL DRIVE,1.4005388,103.91327,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y
PL30,BLK 170D PUNGGOL EAST,1.394354,103.91409,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y
PL31,BLK 301 PUNGGOL CENTRAL,1.4036785,103.9062,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,8,2.15,N
PL32,BLK 302 PUNGGOL PLACE,1.4048473,103.90461,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,10,2.15,N
PL33,BLK 621A - 621B EDGEFIELD WALK,1.4012554,103.90989,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
PL34,BLK 603 PUNGGOL ROAD,1.4038622,103.90798,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL35,BLK 602 PUNGGOL CENTRAL,1.4031193,103.907295,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
PL37,BLK 614 EDGEFIELD PLAINS,1.403235,103.90966,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
PL38,BLK 612 PUNGGOL DRIVE,1.4045992,103.90863,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
PL39,BLK 267 PUNGGOL FIELD,1.4040002,103.89795,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N
PL40,BLK 270 PUNGGOL FIELD,1.4037211,103.89915,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N
PL41,BLK 273 PUNGGOL PLACE,1.4026511,103.90194,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL42,BLK 616 PUNGGOL DRIVE,1.4021264,103.9117,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N
PL44,BLK 206A PUNGGOL PLACE,1.3988565,103.90133,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,3.8,N
PL45,BLK 169 PUNGGOL FIELD,1.3936294,103.9145,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N
PL47,BLK 207 PUNGGOL PLACE,1.400627,103.90092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,7,2.15,N
PL49,BLK 210 PUNGGOL PLACE,1.3993438,103.90038,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,11,2.15,N
PL50,BLK 211 PUNGGOL WALK,1.4014193,103.89944,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N
PL51,BLK 213 PUNGGOL WALK,1.4000105,103.898674,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
PL52,BLK 312 SUMANG LINK,1.4101951,103.90146,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
PL53,BLK 266 PUNGGOL WAY,1.4052765,103.89821,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL54,BLK 259 PUNGGOL FIELD,1.4045062,103.89535,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
PL55,BLK 261 PUNGGOL WAY,1.4054048,103.89684,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N
PL56,BLK 672 EDGEFIELD PLAINS,1.4070699,103.91173,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N
PL57,BLK 665 PUNGGOL DRIVE,1.4019209,103.91469,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
PL58,663  PUNGGOL DRIVE,1.3999149,103.916794,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
PL59,BLK 308 PUNGGOL WALK,1.4081093,103.89876,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y
PL60,BLK 670 EDGEFIELD PLAINS,1.405823,103.91326,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
PL61,BLK 678 PUNGGOL DRIVE,1.4061149,103.90889,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL62,BLK 256 SUMANG WALK,1.4055339,103.89553,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
PL63,BLK 677 PUNGGOL DRIVE,1.4057399,103.90958,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL64,BLK 676 PUNGGOL DRIVE,1.4052929,103.91022,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N
PL65,BLK 310 PUNGGOL WALK,1.4097625,103.89972,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.15,Y
PL66,BLK 121 EDGEDALE PLAINS,1.3935833,103.90837,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
PL67,BLK 314 PUNGGOL WAY,1.4084738,103.897514,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
PL68,BLK 217 SUMANG WALK,1.4028498,103.89564,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N
PL69,BLK 661 EDGEDALE PLAINS,1.4025347,103.91762,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
PL70,BLK 226 SUMANG LANE,1.4030781,103.89329,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL71,BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS,1.404026,103.9158,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N
PL72,BLK 222 SUMANG LANE SUMANG LANE,1.401101,103.89428,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
PL73,BLK 228 PUNGGOL FIELD,1.4032946,103.89202,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL74,BLK 233 SUMANG LANE,1.4012603,103.8916,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
PL75,BLK 325 SUMANG WALK,1.4134499,103.89875,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N
PL76,BLK 326 SUMANG WALK SUMANG WALK,1.4133008,103.89933,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
PL77,BLK 659 PUNGGOL EAST ROAD,1.4010123,103.919556,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
PL78,BLK 322 SUMANG WALK,1.4112201,103.89751,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
PL80,BLK 407A-407B NORTHSHORE WALK,1.4167857,103.90211,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
PL81,BLK 421A NORTHSHORE DRIVE,1.4197922,103.90448,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,Y
PL82,BLK 413A NORTHSHORE DR,1.4169722,103.90027,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,Y
PL83,BLK 419A NORTHSHORE DRIVE,1.4185116,103.902115,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,Y
PLB1,BLK 440 PASIR RIS DRIVE 4,1.3690846,103.95886,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,0,N
PM1,473A PASIR RIS DR 6,1.3742828,103.956604,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
PM10,BLK 204A PASIR RIS STREET 21,1.3667464,103.96247,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.9,N
PM11,BLK 269A PASIR RIS STREET 21,1.3647933,103.963455,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.9,N
PM12,BLK 272A PASIR RIS STREET 21,1.3649055,103.96503,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N
PM13,BLK 199A PASIR RIS STREET 12,1.3664736,103.959595,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,1.9,N
PM14,BLK 180A PASIR RIS STREET 11,1.3647084,103.960106,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,1.9,N
PM15,BLK 158A PASIR RIS STREET 13,1.3641602,103.96168,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM16,BLK 149A PASIR RIS STREET 13,1.3623587,103.96272,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM17,BLK 142A PASIR RIS STREET 11,1.3628389,103.959755,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM18,BLK 135A PASIR RIS STREET 11,1.3647566,103.95688,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N
PM19,BLK 108A PASIR RIS STREET 12,1.3679568,103.95702,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2,N
PM2,BLK 220A PASIR RIS STREET 21,1.3700731,103.96101,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM20,BLK 526 PASIR RIS STREET 51,1.3680416,103.94746,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
PM21,BLK 530 PASIR RIS DR 1,1.371197,103.94942,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,15,2.15,N
PM22,BLK 555A PASIR RIS STREET 51,1.3685625,103.95222,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM23,BLK 564A PASIR RIS STREET 51,1.3686818,103.9495,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM24,BLK 561A PASIR RIS STREET 51,1.3671852,103.95132,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N
PM25,BLK 500A PASIR RIS STREET 52,1.3763901,103.94561,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,1.9,N
PM26,BLK 521A PASIR RIS STREET 52,1.3738676,103.94399,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N
PM27,BLK 578A PASIR RIS STREET 53,1.3739601,103.946594,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM28,BLK 586A PASIR RIS STREET 53,1.3747001,103.94777,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM29,BLK 601A ELIAS ROAD,1.3773336,103.943375,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM3,BLK 225A PASIR RIS STREET 21,1.3718003,103.96093,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,1.9,N
PM30,BLK 614A ELIAS ROAD,1.3757454,103.94218,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,1.9,N
PM32,BLK 631A PASIR RIS DRIVE 3,1.3793068,103.9401,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM33,BLK 635A PASIR RIS DRIVE 1,1.3770809,103.93988,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM34,BLK 649A PASIR RIS DRIVE 10,1.3780006,103.93871,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
PM35,BLK 700A PASIR RIS DRIVE 10,1.3807695,103.938644,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM36,BLK 710A PASIR RIS STREET 72,1.3824166,103.93707,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM37,BLK 718A PASIR RIS STREET 72,1.3819247,103.93602,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM38,BLK 736A PASIR RIS DRIVE 10,1.3789476,103.93724,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM4,BLK 231A PASIR RIS DRIVE 4,1.3741059,103.96144,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM40,BLK 744A PASIR RIS STREET 71,1.3779476,103.93539,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,11,2,N
PM41,BLK 747A PASIR RIS STREET 71,1.3788375,103.93409,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
PM43,BLK 757A PASIR RIS ST 71,1.3772364,103.933136,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
PM44,BLK 762A PASIR RIS STREET 71,1.3759656,103.9333,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
PM45,BLK 773A PASIR RIS STREET 71,1.374602,103.935905,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM46,BLK 782A PASIR RIS STREET 71,1.3732246,103.938385,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,2,N
PM5,BLK 235A PASIR RIS STREET 21,1.3737704,103.96261,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM6,BLK 245A PASIR RIS STREET 21,1.37082,103.96341,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
PM7,BLK 257A PASIR RIS STREET 21,1.3675576,103.96325,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.9,N
PM8,BLK 458A PASIR RIS DRIVE 4,1.371636,103.96026,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
PM9,BLK 216A PASIR RIS STREET 21,1.368292,103.96122,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,1.3340049,103.86922,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
PP2,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,1.3326801,103.86605,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,1.333602,103.865845,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,1.3347329,103.86612,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,1.3363131,103.86322,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PP6,BLK 146 POTONG PASIR AVENUE 2,1.3322837,103.867615,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
PP9T,BLK 145 POTONG PASIR AVENUES 2/3,1.3321947,103.86606,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PR1,BLK 101/108 PASIR RIS STREET 12,1.3673319,103.958,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
PR10,BLK 467/477 PASIR RIS DRIVE 6,1.373739,103.957184,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PR11,BLK 478/487 PASIR RIS DRIVE 4,1.3744576,103.95939,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
PR12,BLK 544/556 PASIR RIS STREET 51,1.3687137,103.95268,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
PR13,"BLK 537-543, 564-569 PASIR RIS STREET 51",1.3694764,103.949615,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
PR14,BLK 557-562 PASIR RIS ST 51,1.3666861,103.95149,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
PR2,BLK 109/129 PASIR RIS STREET 11,1.3672748,103.955444,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
PR3,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,1.3710635,103.950714,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
PR4,BLK 406/411 PASIR RIS DRIVE 6,1.3729347,103.95452,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
PR5,"BLK 405/406, 412/429 PASIR RIS DRIVE 6",1.3705083,103.95512,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
PR6,BLK 441/445 PASIR RIS DRIVE 6,1.369379,103.957596,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
PR7,BLK 446/455 PASIR RIS DRIVE 6,1.3710095,103.95769,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
PR8,BLK 456/461 PASIR RIS DRIVE 4,1.3712678,103.95957,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
PR9,BLK 463/466 PASIR RIS STREET 41,1.3732053,103.95846,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
PRM,BLK 33 PARK CRESCENT MSCP,1.2854503,103.84227,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
PRM1,BLK 441A PASIR RIS DRIVE 6,1.3696196,103.95783,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.86,N
PRS1,BLK 212A PASIR RIS STREET 21,1.3680172,103.96033,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
Q14,BLK 49 STIRLING RD,1.2976307,103.80217,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
Q15,BLK 41/48 STIRLING RD,1.2983326,103.80176,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q16,BLK 45 AND 50 STIRLING RD,1.2969338,103.80372,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q17,BLK 52 STIRLING RD,1.2962064,103.803825,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q2A,BLK 155-164 STIRLING ROAD,1.2916477,103.80439,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
Q30,MARGARET DRIVE,1.2958305,103.80878,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q4,BLK 168A QUEENSWAY,1.2887137,103.80391,SURFACE CAR PARK,COUPON PARKING,NO,NO,YES,0,0,N
Q41,BLK 80 STRATHMORE AVENUE,1.2943453,103.80923,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
Q48,BLK 150A MEI CHIN ROAD,1.2953582,103.80351,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q55,BLK 61/66 COMMONWEALTH DRIVE,1.2986891,103.796425,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.5,N
Q57,BLK 46-2 COMMONWEALTH DRIVE,1.2998599,103.79861,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q58,BLK 46-3 COMMONWEALTH DRIVE,1.3000891,103.79765,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
Q59,BLK 47/49 TANGLIN HALT ROAD,1.3009337,103.797585,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
Q5A,BLKS 166-171 STIRLING ROAD,1.2911403,103.80317,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
Q5S,BLK 165-166 STIRLING RD,1.2907792,103.80215,SURFACE CAR PARK,COUPON PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q65,BLK 115A COMMONWEALTH DRIVE,1.3055239,103.79875,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
